CHEMBL482741
CHEMBL520345
CHEMBL244403
CHEMBL1828801
CHEMBL1828812
CHEMBL1828809
CHEMBL3959009
CHEMBL3260755
CHEMBL3260744
CHEMBL3260753
CHEMBL3923909
CHEMBL1760650
CHEMBL482986
CHEMBL3422784
CHEMBL482742
CHEMBL467896
CHEMBL1828632
CHEMBL390675
CHEMBL3260754
CHEMBL570908
CHEMBL1801076
CHEMBL4779298
CHEMBL3956678
CHEMBL4467516
CHEMBL3353439
CHEMBL4438072
CHEMBL508336
CHEMBL3942960
CHEMBL370560
CHEMBL1760645
CHEMBL1760663
CHEMBL3354942
CHEMBL2206842
CHEMBL2206839
CHEMBL2206835
CHEMBL2206860
CHEMBL2206838
CHEMBL3354949
CHEMBL285259
CHEMBL1668395
CHEMBL218649
CHEMBL258753
CHEMBL2206855
CHEMBL3931943
CHEMBL306529
CHEMBL1760657
CHEMBL1760668
CHEMBL2206856
CHEMBL466110
CHEMBL1801086
CHEMBL4760014
CHEMBL1760662
CHEMBL2296777
CHEMBL1224535
CHEMBL1760654
CHEMBL497304
CHEMBL1760661
CHEMBL1760658
CHEMBL250768
CHEMBL1760656
CHEMBL3234680
CHEMBL1828800
CHEMBL3260741
CHEMBL4519310
CHEMBL2206846
CHEMBL3354941
CHEMBL3109780
CHEMBL2022363
CHEMBL498748
CHEMBL1420151
CHEMBL2206834
CHEMBL1224614
CHEMBL2206850
CHEMBL1760660
CHEMBL1760648
CHEMBL1760649
CHEMBL1760647
CHEMBL3900016
CHEMBL427236
CHEMBL561013
CHEMBL1760670
CHEMBL2022361
CHEMBL3354943
CHEMBL244402
CHEMBL2206859
CHEMBL467328
CHEMBL2206847
CHEMBL1760646
CHEMBL1760664
CHEMBL1760659
CHEMBL4549096
CHEMBL4069848
CHEMBL1760651
CHEMBL1760653
CHEMBL1760655
CHEMBL1760652
CHEMBL2022360
CHEMBL1760665
CHEMBL3928040
CHEMBL1760644
CHEMBL524727
CHEMBL4516360
CHEMBL4469157
CHEMBL4474739
CHEMBL4444832
CHEMBL3938215
CHEMBL4435655
CHEMBL4475213
CHEMBL3914978
CHEMBL4459965
CHEMBL3932852
CHEMBL3900808
CHEMBL3260743
CHEMBL5266788
CHEMBL4519883
CHEMBL4856192
CHEMBL3260746
CHEMBL5173419
CHEMBL4860950
CHEMBL5186632
CHEMBL5268104
CHEMBL4083220
