CHEMBL384897_6PT0
CHEMBL376028_6PT0
CHEMBL250768_5ZTY
CHEMBL1223835_5ZTY
CHEMBL477994_8GUT
CHEMBL1765284_5ZTY
CHEMBL3639489_8GUR
CHEMBL1223775_5ZTY
CHEMBL1223650_5ZTY
CHEMBL235733_5ZTY
CHEMBL1909843_5ZTY
CHEMBL1909851_8GUT
CHEMBL5093228_5ZTY
CHEMBL1909850_5ZTY
CHEMBL1223646_5ZTY
CHEMBL3914978_8GUT
CHEMBL3930443_8GUT
CHEMBL1909860_8GUQ
CHEMBL1909957_8GUQ
CHEMBL1909855_5ZTY
CHEMBL374791_8GUQ
CHEMBL4649714_5ZTY
CHEMBL3409151_8GUS
CHEMBL2152803_5ZTY
CHEMBL4453164_5ZTY
CHEMBL3354528_5ZTY
CHEMBL3984538_5ZTY
CHEMBL3409152_6PT0
CHEMBL223278_8GUQ
CHEMBL3114519_5ZTY
CHEMBL3647327_8GUR
CHEMBL3114528_5ZTY
CHEMBL3114178_8GUT
CHEMBL4761606_8GUR
CHEMBL2336546_8GUT
CHEMBL2336567_5ZTY
CHEMBL3981363_8GUT
CHEMBL4163771_5ZTY
CHEMBL4780771_8GUT
CHEMBL3686328_8GUR
CHEMBL4856531_8GUT
CHEMBL2414041_8GUS
CHEMBL4075654_6PT0
CHEMBL4084719_5ZTY
CHEMBL3354401_6PT0
CHEMBL3354949_8GUQ
CHEMBL4641147_5ZTY
CHEMBL3354539_5ZTY
CHEMBL3354951_8GUQ
CHEMBL3942094_8GUQ
CHEMBL3354963_8GUQ
CHEMBL1081624_8GUS
CHEMBL4061136_8GUR
CHEMBL4083950_5ZTY
CHEMBL3899976_8GUT
CHEMBL3422789_5ZTY
CHEMBL3422792_6PT0
CHEMBL3234680_5ZTY
CHEMBL3397449_5ZTY
CHEMBL3234679_5ZTY
CHEMBL3354973_8GUQ
CHEMBL3354941_8GUQ
CHEMBL3354974_8GUQ
CHEMBL3354942_8GUQ
CHEMBL5081180_5ZTY
CHEMBL5198892_5ZTY
CHEMBL5087041_5ZTY
CHEMBL5076422_5ZTY
CHEMBL5084492_5ZTY
CHEMBL5087110_5ZTY
CHEMBL4092467_5ZTY
CHEMBL5089095_5ZTY
CHEMBL4175548
CHEMBL4164926
CHEMBL4172104
CHEMBL4161506
CHEMBL4174510
CHEMBL4161266
CHEMBL4168131
CHEMBL4175981
CHEMBL4171474
CHEMBL3900220
CHEMBL4162987
CHEMBL4166597
CHEMBL4164688
