CHEMBL384897_6PT0
CHEMBL604120_5ZTY
CHEMBL220352_6PT0
CHEMBL385994_6PT0
CHEMBL2163952_6PT0
CHEMBL2163931_6PT0
CHEMBL1223588_5ZTY
CHEMBL2179763_5ZTY
CHEMBL466047_8GUT
CHEMBL512063_8GUT
CHEMBL466651_8GUT
CHEMBL2381799_8GUT
CHEMBL2381785_5ZTY
CHEMBL2381673_5ZTY
CHEMBL2170528_5ZTY
CHEMBL381689_5ZTY
CHEMBL1223591_8GUR
CHEMBL261381_5ZTY
CHEMBL1215991_5ZTY
CHEMBL261382_5ZTY
CHEMBL467029_8GUQ
CHEMBL4458732_5ZTY
CHEMBL3975486_6KPF
CHEMBL3966497_5ZTY
CHEMBL2152807_5ZTY
CHEMBL410912_5ZTY
CHEMBL2316282_5ZTY
CHEMBL220180_6PT0
CHEMBL118028_6KPF
CHEMBL220304_6PT0
CHEMBL3639461_8GUR
CHEMBL1223647_5ZTY
CHEMBL467896_8GUT
CHEMBL1223592_5ZTY
CHEMBL218202_6PT0
CHEMBL3422784_8GUT
CHEMBL4782654_5ZTY
CHEMBL598463_5ZTY
CHEMBL1223778_5ZTY
CHEMBL219243_6PT0
CHEMBL513298_5ZTY
CHEMBL3780550_5ZTY
CHEMBL220413_6PT0
CHEMBL216857_6PT0
CHEMBL1223716_5ZTY
CHEMBL385653_6PT0
CHEMBL1223648_5ZTY
CHEMBL237010_5ZTY
CHEMBL4781952_8GUT
CHEMBL517388_5ZTY
CHEMBL2381810_8GUR
CHEMBL511253_5ZTY
CHEMBL1224688_5ZTY
CHEMBL1760938_6PT0
CHEMBL1224687_5ZTY
CHEMBL598252_5ZTY
CHEMBL235040_5ZTY
CHEMBL1223590_8GUR
CHEMBL1224629_5ZTY
CHEMBL3354407_6PT0
CHEMBL219970_6PT0
CHEMBL2087089_5ZTY
CHEMBL3353835_6PT0
CHEMBL525528_5ZTY
CHEMBL1224630_5ZTY
CHEMBL1224690_6PT0
CHEMBL502276_5ZTY
CHEMBL3353431_5ZTY
CHEMBL3353428_5ZTY
CHEMBL3353432_5ZTY
CHEMBL497304_8GUT
CHEMBL3354952_8GUQ
CHEMBL3354971_8GUQ
CHEMBL3353842_6PT0
CHEMBL235732_5ZTY
CHEMBL575193_5ZTY
CHEMBL3116288_5ZTY
CHEMBL3353440_8GUT
CHEMBL3421694_5ZTY
CHEMBL2336573_5ZTY
CHEMBL3353427_5ZTY
CHEMBL2019090_8GUT
CHEMBL3421696_8GUR
CHEMBL376700_8GUQ
CHEMBL3650107_8GUR
CHEMBL3353437_5ZTY
CHEMBL2316298_5ZTY
CHEMBL3925284_5ZTY
CHEMBL1223776_5ZTY
CHEMBL374292_6PT0
CHEMBL216836_6PT0
CHEMBL2316280_5ZTY
CHEMBL426706_6PT0
CHEMBL3896366_8GUT
CHEMBL2420252_5ZTY
CHEMBL1216001_5ZTY
CHEMBL2152806_5ZTY
CHEMBL4756103_8GUT
CHEMBL2022360_5ZTY
CHEMBL3235056_8GUQ
CHEMBL3909299_6KPF
CHEMBL3400948_8GUQ
CHEMBL4753891_8GUT
CHEMBL3421695_5ZTY
CHEMBL3234706_8GUQ
CHEMBL3354962_8GUQ
CHEMBL2163573_6PT0
CHEMBL500925_5ZTY
CHEMBL3647321_8GUR
CHEMBL4788749_5ZTY
CHEMBL250767_5ZTY
CHEMBL2087099_5ZTY
CHEMBL1668504_5ZTY
CHEMBL4640659_5ZTY
CHEMBL3650082_8GUR
CHEMBL4089308_8GUR
CHEMBL1215944_5ZTY
CHEMBL3650138_5ZTY
CHEMBL4643098_8GUS
CHEMBL4646867_8GUR
CHEMBL3781481_5ZTY
CHEMBL387027_5ZTY
CHEMBL3780852_5ZTY
CHEMBL4760014_8GUT
CHEMBL4559193_6PT0
CHEMBL2381784_5ZTY
CHEMBL1668518_5ZTY
CHEMBL1223589_5ZTY
CHEMBL3956670_5ZTY
CHEMBL3353429_5ZTY
CHEMBL574052_5ZTY
CHEMBL1223649_5ZTY
CHEMBL272203_5ZTY
CHEMBL2163962_5ZTY
CHEMBL1909844_5ZTY
CHEMBL1909847_5ZTY
CHEMBL2336561_8GUT
CHEMBL2179771_5ZTY
CHEMBL2336537_8GUT
CHEMBL1909859_8GUT
CHEMBL250565_5ZTY
CHEMBL3354956_8GUQ
CHEMBL461011_8GUQ
CHEMBL3353441_8GUT
CHEMBL2163579_5ZTY
CHEMBL2336566_5ZTY
CHEMBL1668521_5ZTY
CHEMBL481886_6PT0
CHEMBL1765161_5ZTY
CHEMBL496578_8GUQ
CHEMBL1629731_5ZTY
CHEMBL460754_5ZTY
CHEMBL3354395_6PT0
CHEMBL4779298_8GUT
CHEMBL2163949_6PT0
CHEMBL3354399_6PT0
CHEMBL526153_5ZTY
CHEMBL456535_5ZTY
CHEMBL498297_5ZTY
CHEMBL199102_8GUT
CHEMBL385940_6PT0
CHEMBL393792_5ZTY
CHEMBL238047_5ZTY
CHEMBL235487_5ZTY
CHEMBL218253_6PT0
CHEMBL3354943_8GUQ
CHEMBL177393_5ZTY
CHEMBL2380327_5ZTY
CHEMBL2381793_8GUT
CHEMBL3647305_8GUT
CHEMBL216276_8GUQ
CHEMBL2022361_8GUT
CHEMBL2022363_8GUT
CHEMBL2163965_6PT0
CHEMBL271824_5ZTY
CHEMBL3927144_8GUT
CHEMBL3354946_8GUQ
CHEMBL3354957_8GUQ
CHEMBL3354944_8GUQ
CHEMBL2316296_5ZTY
CHEMBL2163942_6PT0
CHEMBL2163930_6PT0
CHEMBL2316283_5ZTY
CHEMBL2204895_8GUQ
CHEMBL2316297_5ZTY
CHEMBL3114520_5ZTY
CHEMBL572887_5ZTY
CHEMBL1765259_5ZTY
CHEMBL3354969_8GUQ
CHEMBL1814468_5ZTY
CHEMBL3354960_8GUQ
CHEMBL3354970_8GUQ
CHEMBL2163948_5ZTY
CHEMBL3354948_8GUQ
CHEMBL3354950_8GUQ
CHEMBL2441450_5ZTY
CHEMBL188031_8GUS
CHEMBL259255_5ZTY
CHEMBL3647320_8GUR
CHEMBL3114527_5ZTY
CHEMBL2316279_5ZTY
CHEMBL3890458_8GUT
CHEMBL497681_5ZTY
CHEMBL3114521_5ZTY
CHEMBL200143_5ZTY
CHEMBL264521_5ZTY
CHEMBL3114524_5ZTY
CHEMBL2381808_5ZTY
CHEMBL604307_5ZTY
CHEMBL2163941_6PT0
CHEMBL599882_5ZTY
CHEMBL2022365_5ZTY
CHEMBL3114526_5ZTY
CHEMBL3353439_8GUT
CHEMBL3938697_8GUQ
CHEMBL1631297_5ZTY
CHEMBL524884_5ZTY
CHEMBL2179754_5ZTY
CHEMBL3949331_6KPF
CHEMBL3354954_8GUQ
CHEMBL3354953_8GUQ
CHEMBL3889602_5ZTY
CHEMBL375791_6PT0
CHEMBL2163951_5ZTY
CHEMBL216735_8GUQ
CHEMBL1215943_5ZTY
CHEMBL2163960_6PT0
CHEMBL2087091_5ZTY
CHEMBL2163958_6PT0
CHEMBL2163577_6PT0
CHEMBL4164954_8GUT
CHEMBL3917142_8GUQ
CHEMBL1224631_5ZTY
CHEMBL2087102_5ZTY
CHEMBL2019086_8GUT
CHEMBL1909846_5ZTY
CHEMBL514706_8GUT
CHEMBL2163961_6PT0
CHEMBL3422786_6PT0
CHEMBL3400947_8GUQ
CHEMBL3400945_8GUQ
CHEMBL2022703_8GUT
CHEMBL3967292_8GUT
CHEMBL3353833_6PT0
CHEMBL467681_8GUT
CHEMBL2152805_5ZTY
CHEMBL579249_5ZTY
CHEMBL218956_6PT0
CHEMBL2152808_5ZTY
CHEMBL574270_5ZTY
CHEMBL574480_8GUQ
CHEMBL3353423_5ZTY
CHEMBL1765248_5ZTY
CHEMBL576549_5ZTY
CHEMBL2152801_5ZTY
CHEMBL1765258_5ZTY
CHEMBL2163963_6PT0
CHEMBL2381811_8GUR
CHEMBL4112675_8GUQ
CHEMBL1215888_5ZTY
CHEMBL577165_5ZTY
CHEMBL2152804_5ZTY
CHEMBL2152799_5ZTY
CHEMBL2381803_5ZTY
CHEMBL374982_6PT0
CHEMBL3421688_8GUR
CHEMBL3422790_8GUT
CHEMBL2163950_6PT0
CHEMBL2152800_5ZTY
CHEMBL575382_5ZTY
CHEMBL573546_8GUQ
CHEMBL3400946_8GUQ
CHEMBL2381802_5ZTY
CHEMBL2381672_5ZTY
CHEMBL3235059_8GUQ
CHEMBL3400944_8GUR
CHEMBL2163929_5ZTY
CHEMBL3422787_6PT0
CHEMBL3354945_8GUQ
CHEMBL3354976_8GUQ
CHEMBL225622_8GUQ
CHEMBL3353863_8GUT
CHEMBL374937_6PT0
CHEMBL219556_6PT0
CHEMBL3958336_8GUQ
CHEMBL3354961_8GUQ
CHEMBL4074423_8GUR
CHEMBL3354968_8GUQ
CHEMBL3354529_8GUT
CHEMBL3234681_8GUQ
CHEMBL1668515_5ZTY
CHEMBL1668517_5ZTY
CHEMBL3353836_6PT0
CHEMBL2381807_5ZTY
CHEMBL3354947_8GUQ
CHEMBL3354955_8GUQ
CHEMBL3354964_8GUQ
CHEMBL3921132_5ZTY
CHEMBL3941942_6KPF
CHEMBL575395_5ZTY
CHEMBL1215976_5ZTY
CHEMBL3953330_5ZTY
CHEMBL3354400_6PT0
CHEMBL219027_6PT0
CHEMBL226591_8GUQ
CHEMBL446993_5ZTY
CHEMBL1760943_6PT0
CHEMBL3235055_8GUQ
CHEMBL3354406_6PT0
CHEMBL2152802_5ZTY
CHEMBL3686301_8GUR
CHEMBL1224691_5ZTY
CHEMBL3353438_5ZTY
CHEMBL508336_8GUT
CHEMBL3397517_8GUT
CHEMBL216837_6PT0
CHEMBL3397522_8GUS
CHEMBL467680_8GUT
CHEMBL4643391_5ZTY
CHEMBL426107_5ZTY
CHEMBL467476_8GUT
CHEMBL3780792_8GUQ
CHEMBL3397448_5ZTY
CHEMBL3941296_6PT0
CHEMBL3781131_8GUQ
